"","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"0",0.708213797464869,0.700420307927136,0.695702476022895,0.69473436677739,0.696492459647188,0.700220876839265,0.707217259803183,0.71749137093926,0.728355513880606,0.749058091796919,0.770926698351733,0.783412990390585,0.793727626549795,0.798940198889405,0.795554350289578,0.786964879180993,0.780578110949462,0.774778919418454,0.766525786608205,0.761085450199674,0.75534646001166,0.751198830654995,0.75441305732743,0.761415324438655,0.77095810067559,0.7853693292209,0.803822460413593,0.82033822367511,0.836227081824926,0.853640587643627,0.867861105494316,0.882440395298809,0.89515374395856,0.90261689066062,0.907615667174079,0.906022867204554,0.89776510080696,0.884524805844719,0.865860971132433,0.842214289148341,0.813413850806278,0.779131144689247,0.739540932550355
"1",0.550199820855395,0.573330600342734,0.592828614845479,0.608218668036437,0.620141614965081,0.629109162368136,0.634325553076614,0.635818974946859,0.635337052253591,0.629126680764678,0.620425864900497,0.613087128610219,0.603888467931139,0.594452378248937,0.585667023624339,0.577216982448651,0.568919371603427,0.557081878497098,0.542547211653838,0.531935019628814,0.522277698970879,0.515338090790473,0.516694610358206,0.522309448213281,0.531473582656131,0.551205581321105,0.578789176111224,0.598913091729937,0.613712417437998,0.62918905928278,0.63583196714766,0.625124985760259,0.611273102517495,0.598987051532361,0.582702834973932,0.571579018813663,0.564276236969545,0.558272357747997,0.555707350838681,0.554592461905379,0.556119022463369,0.561635026008606,0.570009205963726
"2",0.328516959703639,0.334817622797411,0.339680284629857,0.343027052803792,0.34495420344434,0.345531941554381,0.344443746425189,0.34174330365559,0.338056127709786,0.332887823186219,0.326609970800872,0.317536405272719,0.305990403732243,0.296910608437214,0.289645710621851,0.28248702628463,0.278787134829706,0.281021444330276,0.286585728592264,0.29121311561891,0.296292758630242,0.301901873663001,0.304883562286297,0.307545114429399,0.311848034860861,0.319140474490306,0.327679672354979,0.334790765414868,0.342878274840535,0.352360335127498,0.357582503223176,0.357093986034704,0.355199279356283,0.350617708989263,0.343419373004566,0.338608920084563,0.335584319175395,0.332726984624054,0.331007152405116,0.329510785627688,0.328891291777214,0.329889225859059,0.33190122788239
"3",0.276135716202933,0.281502707091254,0.285333604582301,0.287428970600285,0.288000100884173,0.287260647852624,0.284841136867152,0.280761154887549,0.275817946729892,0.268207246986042,0.25942083277674,0.249299340513585,0.237202795345938,0.228151588989836,0.22277478871863,0.21873911102337,0.216621421446644,0.218960719193309,0.224640261800461,0.228753302309033,0.231205070539922,0.233476387469932,0.232821011514662,0.230763311033142,0.231165840715298,0.234720801948247,0.239416680112059,0.245060455886088,0.25414458145426,0.26568002094063,0.274251522934744,0.281723484275779,0.288206929687492,0.289276127868085,0.287923451552273,0.287230747211246,0.286962510961263,0.286031631376554,0.284932413613844,0.283192817825234,0.281167761661924,0.279318837649081,0.277321133840143
"4",0.250468966257871,0.252641952620312,0.253829565321258,0.253913335936614,0.252969707402391,0.251132181243749,0.248328084598335,0.24454169242238,0.239991927968921,0.233817372360543,0.226628481801505,0.216615482044335,0.204199835416126,0.195155132654283,0.190110183550613,0.186426425241792,0.184976389482522,0.189017383757321,0.197034673510084,0.202742727434571,0.206967508928316,0.210561528505646,0.209307685067034,0.205897444872407,0.204447948329908,0.204006086292109,0.202951653484201,0.204401146123263,0.210626029747781,0.219412939696939,0.227151126888864,0.23698160917727,0.246731096854219,0.251487050548581,0.254867387224352,0.258085580959863,0.261064038445993,0.263416981770574,0.265354473805804,0.266678960747518,0.267530214754928,0.268123229401913,0.268327195001408
"5",0.234473269801187,0.234464138753423,0.23386147145836,0.232578976038424,0.230672586324601,0.228241153123978,0.225275081115743,0.221754537506429,0.217763016894132,0.212802755318585,0.2071951729399,0.199647449282198,0.19049445725218,0.183490007702388,0.178962645295857,0.175292481544041,0.173310677572101,0.174870175290321,0.178922823809596,0.181948145056,0.185006550532776,0.187800363259124,0.187011801061815,0.184949380323408,0.184494938077612,0.184968889008533,0.1852191601773,0.187418857183152,0.193271613884862,0.20115394847414,0.208248293049634,0.217045731999811,0.225845827665294,0.230891879771927,0.234971110342937,0.23879455185128,0.242298961368831,0.245269790610803,0.247835694911712,0.249876103893813,0.251501253426681,0.25287646463801,0.253900935685525
"6",0.226462538147919,0.224001420717782,0.221304042205047,0.21831864711188,0.215064071973297,0.21160475306262,0.208007388839063,0.204243177396947,0.200233304462258,0.19573917828349,0.190870708626046,0.184522955393262,0.17707047863342,0.171176466565288,0.167144044032085,0.163817572654042,0.161672095815447,0.161910384417184,0.163852951658839,0.165151454372747,0.16596965170766,0.166805646551369,0.165960357575744,0.164463603628726,0.164561907415313,0.166078056381,0.167968294728731,0.171179330299677,0.177158994542389,0.184987425707524,0.192059791839414,0.199895361535582,0.207695325153169,0.212850019001856,0.217261287032538,0.221614441390796,0.22583009574468,0.229732183307487,0.233475562259302,0.236915667315034,0.240143654740364,0.243292986604323,0.246277460132593
"7",0.221422133530034,0.217948579647922,0.214359479032202,0.210619119194424,0.206735653360269,0.202754877421521,0.198736314118315,0.194656255156843,0.190435649877971,0.185868624360861,0.181063495001107,0.175046746457125,0.168154911672982,0.162745297892671,0.159091330885199,0.156145955042085,0.154285755541088,0.154660709483836,0.156657101890314,0.158005979815813,0.158745220720081,0.159565258365894,0.159242558047289,0.158461334249125,0.15879309226746,0.159970899803833,0.161311745166948,0.16376301456361,0.168337029624639,0.174321428566811,0.180076572475866,0.186471045953911,0.193014451851494,0.198221218749384,0.203211172615521,0.20821429798906,0.213195103499461,0.218108630462265,0.223017538165747,0.227863339162848,0.232680096918843,0.237519843239274,0.242350174558439
"8",0.220713821534256,0.217241607447979,0.213626478497375,0.209812114996654,0.205831484563817,0.201753088609683,0.197606373285021,0.193367361108828,0.189024418044263,0.184166360853068,0.179081529076887,0.17334359222251,0.167011129700056,0.161849156497528,0.158164357017301,0.155137264656955,0.152843667897301,0.151961255557388,0.15223820365874,0.152356031485885,0.151754294078991,0.151438918633303,0.151223185770185,0.151034865873246,0.152076771102978,0.154901375502782,0.158718498313252,0.16271696949067,0.167417466842881,0.173021873614079,0.178240827915076,0.183792981318883,0.189268345671008,0.193115466011717,0.196438288837666,0.200237594852998,0.204448885579682,0.208735629579495,0.213270568431703,0.217887529616868,0.222670873250779,0.227739228168445,0.23301250166679
"9",0.219419595901271,0.216781852790313,0.213809052430103,0.210470153498927,0.206770712636134,0.202750249939492,0.198442116977971,0.19382840039078,0.188871722881045,0.183251092253901,0.17719729624562,0.169730186224678,0.161164572572169,0.154233186406846,0.148995890632644,0.144262006495348,0.140888452626491,0.140217709722894,0.141407797574388,0.142038943452026,0.142086602730581,0.142379894440476,0.14131290120058,0.13965271541397,0.139819574511471,0.142165871812304,0.145405989582531,0.149503148673244,0.155907902887846,0.164184008447619,0.171464489830463,0.17880624560355,0.185929543894152,0.190503207481426,0.194201105760451,0.198158887473174,0.202280414803211,0.206195919217396,0.210111591303674,0.213830153902652,0.217471608060104,0.221197248609168,0.224895310085949
